 	رده:انجمن سرطان آمریکا	Category:American_Cancer_Society	American_Cancer_Society
 	رده:راهه	Category:Raahe	Raahe
 	رده:دیدین	Category:Raphinae	Raphinae
 	رده:رود مرزی (انگلستان)	Category:River_Mersey	River_Mersey
 	رده:فیلم کمدی رمانتیک	Category:Romantic_comedy	Romantic_comedy
 	رده:چشم‌سفیدهای دوردست	Category:Rukia	Rukia
 	رده:روتخنگان استان	Category:Ruthenian_Voivodeship	Ruthenian_Voivodeship
 	رده:منطقه صلخد	Category:Salkhad_District	Salkhad_District
 	رده:ساستامالا	Category:Sastamala	Sastamala
 	رده:خاندان ساتاکه	Category:Satake_clan	Satake_clan
 	رده:بخش ستارا	Category:Satara_district	Satara_district
 	رده:اسکاربرو، تورنتو	Category:Scarborough,_Toronto	Scarborough,_Toronto
 	رده:نجم‌آبیان	Category:Scilloideae	Scilloideae
 	رده:تیم ملی فوتبال صربستان و مونته‌نگرو	Category:Serbia_and_Montenegro_national_football_team	Serbia_and_Montenegro_national_football_team
 	رده:دودمان‌های هفتم و هشتم مصر	Category:Seventh_Dynasty_of_Egypt	Seventh_Dynasty_of_Egypt
 	رده:منطقه شهبا	Category:Shahba_District	Shahba_District
 	رده:سیلات	Category:Silat	Silat
 	رده:مرکز سیمون ویزنتال	Category:Simon_Wiesenthal_Center	Simon_Wiesenthal_Center
 	رده:اسنپ اینک.	Category:Snap_Inc.	Snap_Inc.
 	رده:خلافت سوکوتو	Category:Sokoto_Caliphate	Sokoto_Caliphate
 	رده:رصدخانه خورشیدی و هورسپهری	Category:Solar_and_Heliospheric_Observatory	Solar_and_Heliospheric_Observatory
 	رده:ساوند ترانزیت	Category:Sound_Transit	Sound_Transit
 	رده:مؤسسه معماری کالیفرنیای جنوبی	Category:Southern_California_Institute_of_Architecture	Southern_California_Institute_of_Architecture
 	رده:بخش سرینگر	Category:Srinagar_district	Srinagar_district
 	رده:تکنولوژی رادارگریزی	Category:Stealth_technology	Stealth_technology
 	رده:استیم	Category:Steam_(software)	Steam_(software)
 	رده:استینوکرزیل	Category:Steenokkerzeel	Steenokkerzeel
 	رده:اشترن	Category:Stern_(magazine)	Stern_(magazine)
 	رده:تنگه جبل‌الطارق	Category:Strait_of_Gibraltar	Strait_of_Gibraltar
 	رده:یمام (سرده)	Category:Streptopelia	Streptopelia
 	رده:کمیته هماهنگی دانشجویان علیه خشونت	Category:Student_Nonviolent_Coordinating_Committee	Student_Nonviolent_Coordinating_Committee
 	رده:مهاجرت دانشجویان	Category:Student_migration	Student_migration
 	رده:حسن‌لبگان	Category:Styracaceae	Styracaceae
 	رده:سون تزو	Category:Sun_Tzu	Sun_Tzu
 	رده:سوئیس‌ایر	Category:Swissair	Swissair
 	رده:مرور سیستماتیک	Category:Systematic_review	Systematic_review
 	رده:تی.آی.	Category:T.I.	T.I.
 	رده:هیئت تحریر شام	Category:Tahrir_al-Sham	Tahrir_al-Sham
 	رده:رسوایی تیپات دم	Category:Teapot_Dome_scandal	Teapot_Dome_scandal
 	رده:باشگاه فوتبال ترنانا	Category:Ternana_Calcio	Ternana_Calcio
 	رده:تته	Category:Tete,_Mozambique	Tete,_Mozambique
 	رده:بخش تهانه	Category:Thane_district	Thane_district
 	رده:ستردی ایونینگ پست	Category:The_Saturday_Evening_Post	The_Saturday_Evening_Post
 	رده:برنامه امشب با اجرای جیمی فلن	Category:The_Tonight_Show_Starring_Jimmy_Fallon	The_Tonight_Show_Starring_Jimmy_Fallon
 	رده:بخش تهینی	Category:Theni_district	Theni_district
 	رده:بخش توتوکودی	Category:Thoothukudi_district	Thoothukudi_district
 	رده:تیمارو	Category:Timaru	Timaru
 	رده:بخش ترووناملائی	Category:Tiruvannamalai_district	Tiruvannamalai_district
 	رده:پرتقال‌پیچیان	Category:Toddalioideae	Toddalioideae
 	رده:توتوناک	Category:Totonac	Totonac
 	رده:خیابان تاتنهام کورت	Category:Tottenham_Court_Road	Tottenham_Court_Road
 	رده:تور ایران (آذربایجان)	Category:Tour_of_Azerbaijan_(Iran)	Tour_of_Azerbaijan_(Iran)
 	رده:تویوهیرو-کو، ساپورو	Category:Toyohira-ku,_Sapporo	Toyohira-ku,_Sapporo
 	رده:ارتش آزاد سوریه (تحت حمایت ترکیه)	Category:Turkish-backed_Free_Syrian_Army	Turkish-backed_Free_Syrian_Army
 	رده:تای کاب	Category:Ty_Cobb	Ty_Cobb
 	رده:خط اصلی توهوکو	Category:Tōhoku_Main_Line	Tōhoku_Main_Line
 	رده:توکایدو شینکانسن	Category:Tōkaidō_Shinkansen	Tōkaidō_Shinkansen
 	رده:اولنساکر	Category:Ullensaker	Ullensaker
 	رده:اولویلا	Category:Ulvila	Ulvila
 	رده:تیم ملی فوتبال ایالات متحده آمریکا 	Category:United_States_national_soccer_team	United_States_national_soccer_team
 	رده:محتوای تولیدی کاربران	Category:User-generated_content	User-generated_content
 	رده:بخش اترکاشی	Category:Uttarkashi_district	Uttarkashi_district
 	رده:والمت	Category:Valmet	Valmet
 	رده:وندا	Category:Venda	Venda
 	رده:وراکروز	Category:Veracruz_(city)	Veracruz_(city)
 	رده:بخش ویساکهاپتنام	Category:Visakhapatnam_district	Visakhapatnam_district
 	رده:دبلیودبلیوئی بک‌لش	Category:WWE_Backlash	WWE_Backlash
 	رده:دبلیودبلیوئی ان‌اکس‌تی	Category:WWE_NXT	WWE_NXT
 	رده:دبلیودبلیوئی نو مرسی	Category:WWE_No_Mercy	WWE_No_Mercy
 	رده:والینگفورد	Category:Wallingford,_Connecticut	Wallingford,_Connecticut
 	رده:ادبیات شگرف	Category:Weird_fiction	Weird_fiction
 	رده:چاه پیمایی	Category:Well_logging	Well_logging
 	رده:بخش سکم غربی	Category:West_Sikkim_district	West_Sikkim_district
 	رده:وینکلر (منیتوبا)	Category:Winkler,_Manitoba	Winkler,_Manitoba
 	رده:دانشگاه رایت اسمیت	Category:Wright_State_University	Wright_State_University
 	رده:یاکوولف	Category:Yakovlev	Yakovlev
 	رده:ینی‌محله، آنکارا	Category:Yenimahalle,_Ankara	Yenimahalle,_Ankara
 	رده:لیویسکا	Category:Ylivieska	Ylivieska
 	رده:ییلدیز هلدینگ	Category:Yıldız_Holding	Yıldız_Holding
 	رده:نشانه‌گذاری Z	Category:Z_notation	Z_notation
 	رده:زایباتسو	Category:Zaibatsu	Zaibatsu
 	رده:زاتوئیچی	Category:Zatoichi	Zatoichi
 	رده:ناحیه ژوب	Category:Zhob_District	Zhob_District
 	رده:چاملی‌دره، آنکارا	Category:Çamlıdere,_Ankara	Çamlıdere,_Ankara
 	رده:چوبوک، آنکارا	Category:Çubuk,_Ankara	Çubuk,_Ankara
 	رده:باشگاه فوتبال اورگریته	Category:Örgryte_IS	Örgryte_IS
 	رده:شرودمیشچیه (ورشو)	Category:Śródmieście,_Warsaw	Śródmieście,_Warsaw
 	رده:سالاسیئا ۱۲۰۳۴۷	Category:120347_Salacia	120347_Salacia
 	رده:مرحله مقدماتی جام جهانی فوتبال ۱۹۵۸ (اروپا)	Category:1958_FIFA_World_Cup_qualification_(UEFA)	1958_FIFA_World_Cup_qualification_(UEFA)
 	رده:مرحله مقدماتی جام ملت‌های اروپا ۱۹۶۰	Category:1960_European_Nations'_Cup_qualifying	1960_European_Nations'_Cup_qualifying
 	رده:مرحله مقدماتی جام جهانی فوتبال ۱۹۶۲ (اروپا)	Category:1962_FIFA_World_Cup_qualification_(UEFA)	1962_FIFA_World_Cup_qualification_(UEFA)
 	رده:مرحله مقدماتی جام ملت‌های اروپا ۱۹۶۴	Category:1964_European_Nations'_Cup_qualifying	1964_European_Nations'_Cup_qualifying
 	رده:ربوده شدن چهار ایرانی در لبنان	Category:1982_Iranian_diplomats_kidnapping	1982_Iranian_diplomats_kidnapping
 	رده:جنگ ۱۹۸۲ لبنان	Category:1982_Lebanon_War	1982_Lebanon_War
 	رده:جام باشگاه‌های اروپا ۸۵–۱۹۸۴	Category:1984–85_European_Cup	1984–85_European_Cup
 	رده:کودتای اوت	Category:1991_Soviet_coup_d'état_attempt	1991_Soviet_coup_d'état_attempt
 	رده:طرح تروریسم ۲۰۰۶ انتاریو	Category:2006_Ontario_terrorism_plot	2006_Ontario_terrorism_plot
 	رده:لیگ قهرمانان اروپا ۰۷–۲۰۰۶	Category:2006–07_UEFA_Champions_League	2006–07_UEFA_Champions_League
 	رده:لیگ قهرمانان اروپا ۱۱–۲۰۱۰	Category:2010–11_UEFA_Champions_League	2010–11_UEFA_Champions_League
 	رده:مسابقات قهرمانی بسکتبال آسیا ۲۰۱۱	Category:2011_FIBA_Asia_Championship	2011_FIBA_Asia_Championship
 	رده:جام ملت‌های اروپا فوتبال زیر ۲۱ سال ۲۰۱۱	Category:2011_UEFA_European_Under-21_Championship	2011_UEFA_European_Under-21_Championship
 	رده:مجمع ملی دموکرات ۲۰۱۲ میلادی	Category:2012_Democratic_National_Convention	2012_Democratic_National_Convention
 	رده:تور دو فرانس ۲۰۱۳	Category:2013_Tour_de_France	2013_Tour_de_France
 	رده:حمله به مدرسه پیشاور ۲۰۱۴	Category:2014_Peshawar_school_massacre	2014_Peshawar_school_massacre
 	رده:تور دو فرانس ۲۰۱۴	Category:2014_Tour_de_France	2014_Tour_de_France
 	رده:جام آلگاروه ۲۰۱۵	Category:2015_Algarve_Cup	2015_Algarve_Cup
 	رده:مسابقات قهرمانی بسکتبال آسیا ۲۰۱۵	Category:2015_FIBA_Asia_Championship	2015_FIBA_Asia_Championship
 	رده:تور دو فرانس ۲۰۱۵	Category:2015_Tour_de_France	2015_Tour_de_France
 	رده:فوتسال جام ملت‌های آسیا ۲۰۱۶	Category:2016_AFC_Futsal_Championship	2016_AFC_Futsal_Championship
 	رده:بمب‌گذاری انتحاری لاهور ۲۰۱۶	Category:2016_Lahore_suicide_bombing	2016_Lahore_suicide_bombing
 	رده:حمله ۲۰۱۶ نیس	Category:2016_Nice_attack	2016_Nice_attack
 	رده:تور دو فرانس ۲۰۱۶	Category:2016_Tour_de_France	2016_Tour_de_France
 	رده:کودتای نافرجام ۲۰۱۶ ترکیه	Category:2016_Turkish_coup_d'état_attempt	2016_Turkish_coup_d'état_attempt
 	رده:لیگ برتر فوتبال انگلستان ۱۷–۲۰۱۶	Category:2016–17_Premier_League	2016–17_Premier_League
 	رده:لیگ قهرمانان آسیا ۲۰۱۷	Category:2017_AFC_Champions_League	2017_AFC_Champions_League
 	رده:جام بسکتبال آسیا ۲۰۱۷	Category:2017_FIBA_Asia_Cup	2017_FIBA_Asia_Cup
 	رده:جام کنفدراسیون‌ها ۲۰۱۷	Category:2017_FIFA_Confederations_Cup	2017_FIFA_Confederations_Cup
 	رده:جام جهانی فوتبال زیر ۱۷ سال ۲۰۱۷	Category:2017_FIFA_U-17_World_Cup	2017_FIFA_U-17_World_Cup
 	رده:جام جهانی فوتبال زیر ۲۰ سال ۲۰۱۷	Category:2017_FIFA_U-20_World_Cup	2017_FIFA_U-20_World_Cup
 	رده:جیرو دیتالیای ۲۰۱۷	Category:2017_Giro_d'Italia	2017_Giro_d'Italia
 	رده:یونیورسیاد تابستانی ۲۰۱۷	Category:2017_Summer_Universiade	2017_Summer_Universiade
 	رده:حملات ۱۳۹۶ تهران	Category:2017_Tehran_attacks	2017_Tehran_attacks
 	رده:جام ملت‌های اروپا فوتبال زیر ۱۹ سال ۲۰۱۷	Category:2017_UEFA_European_Under-19_Championship	2017_UEFA_European_Under-19_Championship
 	رده:جام ملت‌های اروپا فوتبال زیر ۲۱ سال ۲۰۱۷	Category:2017_UEFA_European_Under-21_Championship	2017_UEFA_European_Under-21_Championship
 	رده:ووئلتا اسپانیای ۲۰۱۷	Category:2017_Vuelta_a_España	2017_Vuelta_a_España
 	رده:لیگ اروپا ۱۸–۲۰۱۷	Category:2017–18_UEFA_Europa_League	2017–18_UEFA_Europa_League
 	رده:مرحله مقدماتی جام جهانی فوتبال ۲۰۱۸ (آفریقا)	Category:2018_FIFA_World_Cup_qualification_(CAF)	2018_FIFA_World_Cup_qualification_(CAF)
 	رده:لبنان در ۲۰۱۸	Category:2018_in_Lebanon	2018_in_Lebanon
 	رده:تلویزیون فاکس قرن بیستم	Category:20th_Century_Fox_Television	20th_Century_Fox_Television
 	رده:خیابان بیست و سوم (منهتن)	Category:23rd_Street_(Manhattan)	23rd_Street_(Manhattan)
 	رده:تری دورز داون	Category:3_Doors_Down	3_Doors_Down
 	رده:4-H	Category:4-H	4-H
 	رده:۴چن	Category:4chan	4chan
 	رده:۵۲۶ (پیش از میلاد)	Category:526_BC	526_BC
 	رده:فایو سکندز آو سامر	Category:5_Seconds_of_Summer	5_Seconds_of_Summer
 	رده:۶۸۲ (پیش از میلاد)	Category:682_BC	682_BC
 	رده:ای-اند-ام رکوردز	Category:A&M_Records	A&M_Records
 	رده:باشگاه فوتبال پیزا	Category:A.C._Pisa_1909	A.C._Pisa_1909
 	رده:باشگاه فوتبال رجانا	Category:A.C._Reggiana_1919	A.C._Reggiana_1919
 	رده:باشگاه فوتبال دارون	Category:A.F.C._Darwen	A.F.C._Darwen
 	رده:باشگاه فوتبال پورتچستر	Category:A.F.C._Portchester	A.F.C._Portchester
 	رده:باشگاه فوتبال توتون	Category:A.F.C._Totton	A.F.C._Totton
 	رده:باشگاه فوتبال وولفرونیانس	Category:A.F.C._Wulfrunians	A.F.C._Wulfrunians
 	رده:ابوبکر زین‌العابدین عبدالکلام	Category:A._P._J._Abdul_Kalam	A._P._J._Abdul_Kalam
 	رده:باشگاه ورزشی لیماسول	Category:AEL_Limassol	AEL_Limassol
 	رده:ای‌یی‌اس	Category:AES_Corporation	AES_Corporation
 	رده:جام ملتهای زنان آسیا	Category:AFC_Women's_Asian_Cup	AFC_Women's_Asian_Cup
 	رده:باشگاه فوتبال ای‌اس‌ای‌سی میموزاز	Category:ASEC_Mimosas	ASEC_Mimosas
 	رده:ای‌تی‌پی چلنجر تور	Category:ATP_Challenger_Tour	ATP_Challenger_Tour
 	رده:شبکه آ تی‌وی (ترکیه)	Category:ATV_(Turkey)	ATV_(Turkey)
 	رده:آ پرفکت سرکل	Category:A_Perfect_Circle	A_Perfect_Circle
 	رده:الته	Category:Aalter	Aalter
 	رده:آپتوس‌ها	Category:Aaptos	Aaptos
 	رده:آرون بر	Category:Aaron_Burr	Aaron_Burr
 	رده:ارتسولر	Category:Aartselaar	Aartselaar
 	رده:آباستوس	Category:Abacetus	Abacetus
 	رده:آباتیتوبا	Category:Abaetetuba	Abaetetuba
 	رده:آباگروتیس	Category:Abagrotis	Abagrotis
 	رده:آبانتیادس	Category:Abantiades	Abantiades
 	رده:آبارما	Category:Abarema	Abarema
 	رده:آبازین‌ها	Category:Abazins	Abazins
 	رده:ابویل	Category:Abbeville	Abbeville
 	رده:عبدالسلام	Category:Abdus_Salam	Abdus_Salam
 	رده:آبرگل	Category:Abergele	Abergele
 	رده:آبرالیا	Category:Abralia	Abralia
 	رده:پویانمایی انتزاعی	Category:Abstract_animation	Abstract_animation
 	رده:تور ابوظبی	Category:Abu_Dhabi_Tour	Abu_Dhabi_Tour
 	رده:گروهبان‌ماهی‌ها	Category:Abudefduf	Abudefduf
 	رده:ابیدوس	Category:Abydos,_Egypt	Abydos,_Egypt
 	رده:آکادمی هنرهای زیبا وین	Category:Academy_of_Fine_Arts_Vienna	Academy_of_Fine_Arts_Vienna
 	رده:فرهنگستان فرانسه	Category:Académie_française	Académie_française
 	رده:سوسک‌های شاخ‌دراز صورت‌کوتاه	Category:Acalolepta	Acalolepta
 	رده:آکانتوسرکوس	Category:Acanthocercus	Acanthocercus
 	رده:آکانتوسینینی	Category:Acanthocinini	Acanthocinini
 	رده:آکانتودرس	Category:Acanthoderes	Acanthoderes
 	رده:جراح‌ماهی‌واران	Category:Acanthuroidei	Acanthuroidei
 	رده:اکاریگوا	Category:Acarigua	Acarigua
 	رده:حساب دریافتنی	Category:Accounts_receivable	Accounts_receivable
 	رده:صحت و دقت	Category:Accuracy_and_precision	Accuracy_and_precision
 	رده:رود ایچلس	Category:Achelous_River	Achelous_River
 	رده:مردم آکولی	Category:Acholi_people	Acholi_people
 	رده:تاس‌ماهی‌های اصلی	Category:Acipenser	Acipenser
 	رده:اکورس، نیو همپشیر	Category:Acworth,_New_Hampshire	Acworth,_New_Hampshire
 	رده:آدام لوین	Category:Adam_Levine	Adam_Levine
 	رده:آداپازاری	Category:Adapazarı	Adapazarı
 	رده:پروتکل تفکیک آدرس	Category:Address_Resolution_Protocol	Address_Resolution_Protocol
 	رده:آدلبرت فن شامیسو	Category:Adelbert_von_Chamisso	Adelbert_von_Chamisso
 	رده:آدلبودن	Category:Adelboden	Adelboden
 	رده:سوسک برگ مورچه‌ای	Category:Aderidae	Aderidae
 	رده:ادیگرات	Category:Adigrat	Adigrat
 	رده:عدنان مندرس	Category:Adnan_Menderes	Adnan_Menderes
 	رده:میل جنسی در نوجوانی	Category:Adolescent_sexuality	Adolescent_sexuality
 	رده:ادالت سویم	Category:Adult_Swim	Adult_Swim
 	رده:زنای محصنه	Category:Adultery	Adultery
 	رده:وقت ماجراجویی	Category:Adventure_Time	Adventure_Time
 	رده:ایجاینا	Category:Aegina	Aegina
 	رده:کرکس بر قدیم	Category:Aegypiinae	Aegypiinae
 	رده:آردن‌هات	Category:Aerdenhout	Aerdenhout
 	رده:افلیژم	Category:Affligem	Affligem
 	رده:تیم ملی فوتبال زنان افغانستان	Category:Afghanistan_women's_national_football_team	Afghanistan_women's_national_football_team
 	رده:سوسیالیسم آفریقایی	Category:African_socialism	African_socialism
 	رده:افریقیه ایرویز	Category:Afriqiyah_Airways	Afriqiyah_Airways
